OrderID,OrderDate,CustomerID,ProductID,StoreID,Region,SalesAmount,Quantity,Discount,PaymentMode,SalesPerson,OrderStatus,Channel,ShippingCost,TaxAmount,DeliveryDays,CustomerRating,IsReturned,Profit
53073,2023-05-09 00:00:00,C1579,P137,S02,South,35238,1,10,UPI,Neha,Pending,In-Store,232,1307,2,5,No,6342
53074,2023-05-09 01:00:00,C1539,P202,S02,North,2051,1,15,Cash,Anjali,Pending,In-Store,1042,2620,2,1,Yes,369
53075,2023-05-09 02:00:00,C1785,P169,S01,South,86271,1,0,Credit Card,Rahul,Cancelled,In-Store,725,5326,6,1,No,15528
53076,2023-05-09 03:00:00,C1281,P151,S03,South,16985,1,15,Credit Card,Neha,Pending,In-Store,656,7810,1,4,No,3057
53077,2023-05-09 04:00:00,C1359,P130,S01,South,41351,2,10,Credit Card,Rahul,Pending,In-Store,1621,8094,1,3,No,7443
53078,2023-05-09 05:00:00,C1914,P253,S03,West,83880,2,10,Credit Card,Rahul,Pending,In-Store,1237,4309,0,1,No,15098
53079,2023-05-09 06:00:00,C1822,P135,S01,South,25809,4,15,UPI,Anjali,Cancelled,In-Store,224,9085,4,3,No,4645
53080,2023-05-09 07:00:00,C1630,P253,S04,East,27510,2,10,Credit Card,Aman,Cancelled,In-Store,865,553,0,1,Yes,4951
53081,2023-05-09 08:00:00,C1891,P255,S01,East,67855,1,5,Debit Card,Neha,Cancelled,Online,443,5387,6,1,No,12213
53082,2023-05-09 09:00:00,C1952,P232,S01,South,18040,1,10,Credit Card,Aman,Cancelled,In-Store,1863,605,3,1,No,3247
53083,2023-05-09 10:00:00,C1645,P214,S04,South,5434,4,0,Cash,Kiran,Cancelled,In-Store,1101,4204,6,1,No,978
53084,2023-05-09 11:00:00,C1640,P173,S02,West,74732,1,5,Credit Card,Neha,Delivered,In-Store,1749,8800,5,4,No,13451
53085,2023-05-09 12:00:00,C1007,P117,S02,North,70972,1,20,Cash,Rahul,Cancelled,Online,1361,3525,4,2,No,12774
53086,2023-05-09 13:00:00,C1992,P114,S04,East,54434,4,5,Debit Card,Neha,Pending,Online,671,9175,5,1,No,9798
53087,2023-05-09 14:00:00,C1562,P284,S04,West,72904,4,5,Credit Card,Aman,Pending,In-Store,574,8351,0,4,Yes,13122
53088,2023-05-09 15:00:00,C1490,P196,S01,East,43655,3,5,Debit Card,Kiran,Pending,Online,723,8436,6,1,No,7857
53089,2023-05-09 16:00:00,C1340,P104,S04,East,9625,2,15,UPI,Anjali,Cancelled,Online,496,3795,6,5,No,1732
53090,2023-05-09 17:00:00,C1471,P136,S04,South,29485,2,20,Credit Card,Neha,Pending,Online,1138,5504,1,3,No,5307
53091,2023-05-09 18:00:00,C1792,P203,S03,East,19588,4,0,Debit Card,Anjali,Cancelled,In-Store,1793,9194,3,5,No,3525
53092,2023-05-09 19:00:00,C1686,P185,S03,North,56093,3,5,Debit Card,Kiran,Pending,In-Store,1548,1923,4,3,No,10096
53093,2023-05-09 20:00:00,C1694,P249,S02,North,21202,2,15,Cash,Aman,Delivered,Online,1735,4184,5,5,No,3816
53094,2023-05-09 21:00:00,C1703,P279,S04,North,64340,1,10,Debit Card,Kiran,Cancelled,Online,720,5592,4,1,No,11581
53095,2023-05-09 22:00:00,C1248,P114,S01,West,18993,4,20,Debit Card,Neha,Pending,Online,481,2682,4,2,No,3418
53096,2023-05-09 23:00:00,C1234,P116,S02,North,31827,4,0,Credit Card,Rahul,Pending,Online,782,8570,2,3,No,5728
53097,2023-05-10 00:00:00,C1082,P150,S02,North,29795,2,20,UPI,Aman,Pending,In-Store,1223,1385,0,5,No,5363
53098,2023-05-10 01:00:00,C1092,P144,S02,East,27499,1,0,Debit Card,Neha,Pending,Online,1912,2657,0,2,No,4949
53099,2023-05-10 02:00:00,C1884,P290,S04,West,44106,1,0,Debit Card,Aman,Delivered,In-Store,360,9830,3,1,No,7939
53100,2023-05-10 03:00:00,C1393,P221,S04,South,45960,4,10,Cash,Aman,Delivered,In-Store,729,3542,6,2,No,8272
53101,2023-05-10 04:00:00,C1823,P255,S01,West,7572,4,0,UPI,Neha,Cancelled,In-Store,1205,3363,4,1,No,1362
53102,2023-05-10 05:00:00,C1267,P286,S01,West,59122,1,10,Debit Card,Rahul,Delivered,In-Store,1919,8069,5,3,No,10641
53103,2023-05-10 06:00:00,C1416,P248,S02,South,17273,4,5,Credit Card,Rahul,Cancelled,Online,860,9174,2,2,No,3109
53104,2023-05-10 07:00:00,C1631,P269,S04,South,42225,3,20,Credit Card,Neha,Cancelled,In-Store,938,4965,6,5,Yes,7600
53105,2023-05-10 08:00:00,C1582,P296,S01,South,9039,2,0,Cash,Aman,Delivered,In-Store,1666,4655,0,4,No,1627
53106,2023-05-10 09:00:00,C1528,P181,S03,East,10037,1,10,UPI,Aman,Cancelled,Online,882,7692,3,3,No,1806
53107,2023-05-10 10:00:00,C1252,P244,S03,East,32787,2,5,UPI,Neha,Cancelled,Online,674,9320,4,4,No,5901
53108,2023-05-10 11:00:00,C1956,P295,S02,East,48691,3,20,Debit Card,Neha,Delivered,Online,179,8572,6,5,No,8764
53109,2023-05-10 12:00:00,C1121,P234,S03,North,48781,4,5,Cash,Kiran,Delivered,Online,1027,3324,4,1,No,8780
53110,2023-05-10 13:00:00,C1891,P188,S02,South,77233,2,15,Credit Card,Rahul,Pending,In-Store,1972,1177,1,1,No,13901
53111,2023-05-10 14:00:00,C1009,P200,S04,East,27640,2,20,Debit Card,Aman,Pending,In-Store,774,9866,4,3,No,4975
53112,2023-05-10 15:00:00,C1798,P139,S02,East,81790,4,10,Credit Card,Aman,Pending,In-Store,126,6563,3,5,No,14722
53113,2023-05-10 16:00:00,C1315,P267,S02,West,55667,2,0,UPI,Aman,Delivered,Online,1122,1412,5,3,No,10020
53114,2023-05-10 17:00:00,C1837,P142,S04,East,74557,2,10,Cash,Aman,Cancelled,Online,1824,1860,3,1,No,13420
53115,2023-05-10 18:00:00,C1272,P172,S01,South,58817,3,10,UPI,Neha,Delivered,Online,1484,2461,3,5,No,10587
53116,2023-05-10 19:00:00,C1305,P278,S01,South,80463,2,10,Credit Card,Rahul,Cancelled,Online,1195,9482,3,2,No,14483
53117,2023-05-10 20:00:00,C1804,P122,S01,North,25280,4,20,Credit Card,Kiran,Cancelled,In-Store,1645,376,6,4,No,4550
53118,2023-05-10 21:00:00,C1209,P194,S01,North,60103,4,20,UPI,Neha,Cancelled,In-Store,500,4556,0,3,No,10818
53119,2023-05-10 22:00:00,C1957,P259,S02,West,48373,4,15,Credit Card,Aman,Delivered,Online,1014,8786,3,4,No,8707
53120,2023-05-10 23:00:00,C1729,P258,S01,North,78412,1,5,Debit Card,Rahul,Pending,In-Store,1327,6299,4,2,No,14114
53121,2023-05-11 00:00:00,C1752,P116,S03,South,28078,3,10,Debit Card,Rahul,Cancelled,In-Store,1578,6974,6,1,No,5054
53122,2023-05-11 01:00:00,C1885,P211,S03,North,82782,2,15,Credit Card,Anjali,Pending,Online,1750,8448,2,5,No,14900
53123,2023-05-11 02:00:00,C1463,P202,S01,North,17215,2,15,Debit Card,Neha,Pending,In-Store,1969,7652,2,2,No,3098
53124,2023-05-11 03:00:00,C1711,P157,S03,East,28044,4,20,Debit Card,Rahul,Pending,Online,302,6520,4,4,No,5047
53125,2023-05-11 04:00:00,C1727,P185,S03,South,46263,4,5,Debit Card,Neha,Pending,In-Store,663,6883,1,2,No,8327
53126,2023-05-11 05:00:00,C1716,P134,S04,West,40861,4,15,Debit Card,Rahul,Pending,Online,1889,9265,3,1,No,7354
53127,2023-05-11 06:00:00,C1924,P129,S04,North,73023,4,0,Cash,Rahul,Cancelled,In-Store,1011,6995,6,2,No,13144
53128,2023-05-11 07:00:00,C1415,P291,S01,North,47034,1,15,Cash,Kiran,Cancelled,In-Store,783,3921,6,2,No,8466
53129,2023-05-11 08:00:00,C1215,P280,S02,West,74990,3,20,Cash,Anjali,Cancelled,In-Store,1527,4933,1,3,No,13498
53130,2023-05-11 09:00:00,C1079,P278,S02,West,52435,3,10,Credit Card,Neha,Delivered,In-Store,1356,6481,6,5,No,9438
53131,2023-05-11 10:00:00,C1778,P203,S04,South,22174,1,20,Debit Card,Aman,Delivered,In-Store,1150,1881,5,5,No,3991
53132,2023-05-11 11:00:00,C1479,P264,S04,West,39592,2,20,Cash,Kiran,Delivered,In-Store,54,1822,0,3,No,7126
53133,2023-05-11 12:00:00,C1901,P221,S02,North,12238,2,5,UPI,Aman,Pending,Online,1381,2777,3,5,No,2202
53134,2023-05-11 13:00:00,C1890,P233,S01,South,66518,3,0,Debit Card,Kiran,Cancelled,Online,747,8006,0,1,No,11973
53135,2023-05-11 14:00:00,C1546,P133,S02,South,55155,3,0,Credit Card,Rahul,Pending,In-Store,1610,4413,1,4,No,9927
53136,2023-05-11 15:00:00,C1800,P155,S02,West,44935,2,5,Debit Card,Anjali,Delivered,Online,1321,2133,2,4,No,8088
53137,2023-05-11 16:00:00,C1017,P124,S03,South,45318,1,5,UPI,Neha,Pending,In-Store,140,9022,1,2,No,8157
53138,2023-05-11 17:00:00,C1164,P214,S02,North,11924,1,15,Credit Card,Rahul,Pending,Online,879,2205,3,5,No,2146
53139,2023-05-11 18:00:00,C1524,P112,S04,North,86834,2,0,UPI,Aman,Pending,Online,1473,8162,2,3,No,15630
53140,2023-05-11 19:00:00,C1201,P162,S01,North,60855,1,20,Cash,Anjali,Delivered,In-Store,481,612,2,4,No,10953
53141,2023-05-11 20:00:00,C1740,P201,S02,South,29167,4,15,Debit Card,Aman,Pending,In-Store,632,1953,3,4,No,5250
53142,2023-05-11 21:00:00,C1345,P293,S03,West,54884,3,0,Credit Card,Neha,Cancelled,Online,628,1611,2,5,No,9879
53143,2023-05-11 22:00:00,C1365,P221,S04,North,53513,2,10,Credit Card,Aman,Pending,In-Store,192,4029,4,2,No,9632
53144,2023-05-11 23:00:00,C1976,P219,S04,East,10059,4,20,UPI,Anjali,Pending,Online,1538,3473,2,1,No,1810
53145,2023-05-12 00:00:00,C1447,P232,S03,West,74350,4,20,Credit Card,Neha,Delivered,Online,366,3040,3,3,No,13383
53146,2023-05-12 01:00:00,C1512,P110,S04,South,83169,1,15,UPI,Rahul,Pending,Online,1779,4444,5,1,No,14970
53147,2023-05-12 02:00:00,C1318,P208,S03,North,45874,1,0,Cash,Rahul,Cancelled,In-Store,1183,9259,2,1,Yes,8257
53148,2023-05-12 03:00:00,C1216,P203,S04,South,9235,3,5,UPI,Anjali,Cancelled,In-Store,1270,3072,0,4,No,1662
53149,2023-05-12 04:00:00,C1033,P210,S04,North,71612,3,10,UPI,Anjali,Delivered,Online,969,1443,5,1,No,12890
53150,2023-05-12 05:00:00,C1870,P271,S04,South,51852,2,20,Credit Card,Anjali,Delivered,In-Store,784,1747,0,3,No,9333
53151,2023-05-12 06:00:00,C1265,P168,S04,East,52355,3,5,Cash,Aman,Pending,Online,533,3200,1,4,No,9423
53152,2023-05-12 07:00:00,C1639,P201,S03,South,74242,4,5,Cash,Rahul,Pending,Online,349,8997,2,3,Yes,13363
53153,2023-05-12 08:00:00,C1723,P101,S02,South,61219,3,5,Cash,Rahul,Pending,Online,504,4685,1,2,No,11019
53154,2023-05-12 09:00:00,C1774,P267,S04,South,64778,4,5,Cash,Rahul,Pending,In-Store,176,603,2,1,Yes,11660
53155,2023-05-12 10:00:00,C1823,P136,S03,North,58742,4,15,Credit Card,Neha,Pending,In-Store,1738,1517,1,4,Yes,10573
53156,2023-05-12 11:00:00,C1079,P217,S03,West,75610,2,20,Credit Card,Kiran,Pending,In-Store,284,3276,5,4,No,13609
53157,2023-05-12 12:00:00,C1676,P148,S03,South,43518,1,5,Credit Card,Anjali,Pending,In-Store,837,1701,2,3,No,7833
53158,2023-05-12 13:00:00,C1412,P174,S02,West,20492,3,5,Cash,Neha,Cancelled,Online,1190,3357,3,4,No,3688
53159,2023-05-12 14:00:00,C1251,P263,S01,North,50255,2,0,UPI,Kiran,Cancelled,Online,266,2913,6,5,No,9045
53160,2023-05-12 15:00:00,C1011,P174,S03,South,4543,3,20,Cash,Anjali,Delivered,Online,627,245,4,3,No,817
53161,2023-05-12 16:00:00,C1400,P297,S03,North,40522,4,10,Cash,Kiran,Delivered,Online,1139,1756,1,3,No,7293
53162,2023-05-12 17:00:00,C1815,P133,S03,West,29764,3,5,Cash,Rahul,Delivered,In-Store,699,691,4,2,No,5357
53163,2023-05-12 18:00:00,C1723,P157,S02,North,46829,1,15,UPI,Kiran,Pending,Online,867,511,2,5,No,8429
53164,2023-05-12 19:00:00,C1281,P210,S04,North,55021,3,5,Debit Card,Anjali,Cancelled,Online,1314,4347,1,1,No,9903
53165,2023-05-12 20:00:00,C1111,P264,S02,West,20376,3,5,UPI,Neha,Pending,In-Store,1911,6597,1,2,No,3667
53166,2023-05-12 21:00:00,C1722,P195,S03,North,77820,4,5,Debit Card,Anjali,Pending,In-Store,444,9447,6,1,No,14007
53167,2023-05-12 22:00:00,C1377,P159,S01,West,75232,3,20,Credit Card,Kiran,Cancelled,In-Store,930,8116,4,2,No,13541
53168,2023-05-12 23:00:00,C1750,P239,S03,West,72790,1,20,Debit Card,Kiran,Pending,In-Store,1934,1992,3,1,No,13102
53169,2023-05-13 00:00:00,C1267,P131,S04,South,52786,3,5,Cash,Anjali,Delivered,Online,1231,1260,4,5,No,9501
53170,2023-05-13 01:00:00,C1916,P231,S01,South,47941,4,15,Cash,Rahul,Pending,Online,1542,7859,6,4,No,8629
53171,2023-05-13 02:00:00,C1297,P205,S01,North,59655,2,10,Debit Card,Anjali,Cancelled,In-Store,716,5458,2,1,Yes,10737
53172,2023-05-13 03:00:00,C1316,P132,S02,North,83234,4,0,Cash,Anjali,Delivered,Online,1115,8418,3,3,No,14982
53173,2023-05-13 04:00:00,C1569,P142,S02,North,9223,4,10,Debit Card,Kiran,Pending,Online,85,3486,4,3,No,1660
53174,2023-05-13 05:00:00,C1508,P211,S04,East,49657,4,15,Cash,Aman,Pending,In-Store,1374,5921,0,1,No,8938
53175,2023-05-13 06:00:00,C1949,P206,S02,East,62558,2,15,Credit Card,Kiran,Pending,In-Store,1298,4294,0,1,No,11260
53176,2023-05-13 07:00:00,C1545,P108,S04,South,36944,1,10,UPI,Kiran,Delivered,Online,1568,4975,0,4,No,6649
53177,2023-05-13 08:00:00,C1774,P278,S01,West,83954,4,10,Credit Card,Kiran,Delivered,In-Store,1868,7886,2,5,No,15111
53178,2023-05-13 09:00:00,C1364,P213,S01,East,51136,4,5,Credit Card,Kiran,Delivered,In-Store,304,4527,2,3,Yes,9204
53179,2023-05-13 10:00:00,C1546,P224,S01,East,2766,1,10,Debit Card,Rahul,Pending,In-Store,361,6984,4,5,No,497
53180,2023-05-13 11:00:00,C1270,P119,S04,West,68450,1,10,Credit Card,Neha,Cancelled,In-Store,1271,5138,1,3,No,12321
53181,2023-05-13 12:00:00,C1960,P266,S02,North,86879,3,5,UPI,Anjali,Cancelled,In-Store,88,5294,3,1,No,15638
53182,2023-05-13 13:00:00,C1473,P250,S02,North,3052,1,15,Debit Card,Anjali,Cancelled,In-Store,953,4094,4,4,No,549
53183,2023-05-13 14:00:00,C1738,P140,S02,East,63251,2,20,Credit Card,Aman,Cancelled,In-Store,1405,9586,5,4,No,11385
53184,2023-05-13 15:00:00,C1536,P143,S03,East,88740,4,5,Cash,Rahul,Pending,In-Store,756,7232,0,2,No,15973
53185,2023-05-13 16:00:00,C1233,P224,S01,West,46863,4,10,Credit Card,Aman,Delivered,Online,615,1134,2,5,No,8435
53186,2023-05-13 17:00:00,C1058,P134,S01,West,19744,2,0,Debit Card,Anjali,Pending,In-Store,1210,4875,6,1,No,3553
53187,2023-05-13 18:00:00,C1250,P250,S03,East,34345,3,10,Cash,Aman,Delivered,In-Store,1756,9286,0,5,No,6182
53188,2023-05-13 19:00:00,C1846,P157,S01,West,60710,4,0,Credit Card,Kiran,Pending,In-Store,1317,8385,2,2,Yes,10927
53189,2023-05-13 20:00:00,C1085,P147,S01,North,87859,4,5,Credit Card,Kiran,Pending,Online,189,5315,1,1,No,15814
53190,2023-05-13 21:00:00,C1762,P157,S03,South,3026,3,20,Cash,Anjali,Delivered,Online,601,1342,5,2,No,544
53191,2023-05-13 22:00:00,C1389,P200,S01,East,33001,3,20,Cash,Aman,Delivered,Online,1439,2365,4,3,No,5940
53192,2023-05-13 23:00:00,C1179,P156,S02,South,33989,3,0,Cash,Kiran,Pending,In-Store,1313,7441,4,5,No,6118
53193,2023-05-14 00:00:00,C1718,P266,S03,West,6301,2,15,Cash,Rahul,Delivered,In-Store,820,5712,6,2,No,1134
53194,2023-05-14 01:00:00,C1855,P255,S01,South,22937,2,0,Cash,Rahul,Delivered,In-Store,402,5345,2,3,No,4128
53195,2023-05-14 02:00:00,C1148,P163,S02,East,63306,1,0,UPI,Anjali,Pending,In-Store,1827,428,0,2,No,11395
53196,2023-05-14 03:00:00,C1582,P161,S04,West,67381,3,5,UPI,Neha,Cancelled,Online,126,1380,3,5,Yes,12128
53197,2023-05-14 04:00:00,C1120,P182,S01,South,1245,2,10,UPI,Neha,Pending,In-Store,829,5824,0,5,No,224
53198,2023-05-14 05:00:00,C1764,P212,S03,North,13826,2,15,Credit Card,Aman,Pending,Online,1238,2969,2,2,No,2488
53199,2023-05-14 06:00:00,C1604,P211,S02,East,8624,1,0,UPI,Anjali,Pending,In-Store,1720,567,4,4,No,1552
53200,2023-05-14 07:00:00,C1255,P161,S04,East,6099,2,5,Cash,Anjali,Pending,Online,119,2381,3,5,No,1097
53201,2023-05-14 08:00:00,C1765,P193,S04,East,38081,4,15,UPI,Kiran,Cancelled,In-Store,1754,6934,5,3,No,6854
53202,2023-05-14 09:00:00,C1863,P184,S01,East,76652,2,20,UPI,Kiran,Delivered,Online,1461,1005,4,2,No,13797
53203,2023-05-14 10:00:00,C1799,P125,S04,West,8264,3,20,Credit Card,Rahul,Cancelled,Online,520,6921,4,3,No,1487
53204,2023-05-14 11:00:00,C1308,P278,S03,North,40577,1,5,Cash,Rahul,Delivered,In-Store,1845,9487,2,3,No,7303
53205,2023-05-14 12:00:00,C1058,P220,S04,North,11391,3,15,Credit Card,Anjali,Cancelled,In-Store,1268,5825,2,3,Yes,2050
53206,2023-05-14 13:00:00,C1068,P149,S01,South,10154,3,10,Debit Card,Kiran,Pending,In-Store,727,505,2,5,No,1827
53207,2023-05-14 14:00:00,C1445,P214,S04,East,50999,1,5,UPI,Kiran,Cancelled,In-Store,1228,9538,0,2,No,9179
53208,2023-05-14 15:00:00,C1387,P135,S01,East,30317,4,10,Debit Card,Anjali,Cancelled,In-Store,1980,7217,5,5,No,5457
53209,2023-05-14 16:00:00,C1085,P253,S04,South,65311,1,0,UPI,Rahul,Pending,In-Store,1422,8483,2,2,No,11755
53210,2023-05-14 17:00:00,C1785,P132,S02,West,65988,4,10,Debit Card,Kiran,Cancelled,In-Store,1166,7680,1,2,No,11877
53211,2023-05-14 18:00:00,C1226,P222,S01,North,49616,4,5,Credit Card,Neha,Delivered,Online,1238,8990,6,3,No,8930
53212,2023-05-14 19:00:00,C1592,P199,S03,East,16038,3,15,Debit Card,Aman,Pending,In-Store,684,3626,0,4,No,2886
53213,2023-05-14 20:00:00,C1625,P167,S03,South,26307,3,10,Credit Card,Rahul,Delivered,Online,1003,6073,5,4,No,4735
53214,2023-05-14 21:00:00,C1183,P172,S04,North,14789,3,0,Debit Card,Neha,Delivered,In-Store,1465,9922,4,1,No,2662
53215,2023-05-14 22:00:00,C1791,P235,S02,South,70297,3,15,Cash,Anjali,Pending,Online,427,5287,6,1,Yes,12653
53216,2023-05-14 23:00:00,C1321,P293,S04,South,89628,1,20,UPI,Anjali,Delivered,In-Store,1919,7331,3,5,No,16133
53217,2023-05-15 00:00:00,C1908,P122,S04,West,70118,2,20,Cash,Aman,Delivered,In-Store,1955,5627,0,4,No,12621
53218,2023-05-15 01:00:00,C1317,P169,S02,North,18463,1,15,UPI,Kiran,Pending,Online,1669,4917,2,3,No,3323
53219,2023-05-15 02:00:00,C1565,P154,S01,East,88019,2,5,Debit Card,Neha,Pending,Online,1550,4286,5,1,No,15843
53220,2023-05-15 03:00:00,C1398,P270,S03,North,69455,1,10,UPI,Kiran,Cancelled,Online,1261,1417,5,5,No,12501
53221,2023-05-15 04:00:00,C1708,P209,S02,West,18901,3,10,Credit Card,Neha,Pending,In-Store,242,5549,1,4,No,3402
53222,2023-05-15 05:00:00,C1898,P248,S04,East,86437,2,15,Debit Card,Anjali,Cancelled,In-Store,1339,1139,0,3,Yes,15558
53223,2023-05-15 06:00:00,C1292,P249,S01,North,3537,1,10,UPI,Anjali,Pending,In-Store,1348,9926,3,3,No,636
53224,2023-05-15 07:00:00,C1292,P108,S04,West,15001,1,20,UPI,Kiran,Delivered,Online,88,5908,0,3,No,2700
53225,2023-05-15 08:00:00,C1484,P261,S01,East,17645,4,15,Cash,Kiran,Delivered,Online,1758,4649,4,4,No,3176
53226,2023-05-15 09:00:00,C1898,P286,S03,East,45432,1,10,Debit Card,Neha,Pending,In-Store,1249,9929,5,1,No,8177
53227,2023-05-15 10:00:00,C1446,P253,S03,South,48448,3,0,UPI,Aman,Cancelled,Online,451,6359,2,4,No,8720
53228,2023-05-15 11:00:00,C1802,P228,S01,South,78874,1,5,UPI,Anjali,Pending,Online,808,6295,0,1,No,14197
53229,2023-05-15 12:00:00,C1691,P207,S03,West,83018,1,0,Debit Card,Neha,Cancelled,Online,279,1318,1,1,No,14943
53230,2023-05-15 13:00:00,C1982,P232,S04,East,60046,3,0,UPI,Rahul,Pending,Online,888,2561,2,4,No,10808
53231,2023-05-15 14:00:00,C1891,P268,S01,North,69779,2,10,UPI,Kiran,Cancelled,In-Store,1159,9921,3,2,No,12560
53232,2023-05-15 15:00:00,C1411,P290,S04,East,63539,2,15,Credit Card,Anjali,Pending,Online,833,3483,6,4,No,11437
53233,2023-05-15 16:00:00,C1507,P249,S01,West,32466,3,20,UPI,Aman,Delivered,In-Store,183,8100,5,1,No,5843
53234,2023-05-15 17:00:00,C1733,P167,S04,North,41876,2,15,UPI,Aman,Cancelled,In-Store,412,3854,6,5,No,7537
53235,2023-05-15 18:00:00,C1785,P275,S03,East,6710,4,10,Credit Card,Rahul,Cancelled,Online,1528,4832,2,5,Yes,1207
53236,2023-05-15 19:00:00,C1889,P165,S02,North,66623,1,10,Debit Card,Kiran,Delivered,In-Store,1283,5610,0,5,No,11992
53237,2023-05-15 20:00:00,C1243,P243,S04,South,29943,1,20,UPI,Kiran,Pending,In-Store,660,6922,4,4,No,5389
53238,2023-05-15 21:00:00,C1419,P152,S01,North,77035,2,0,Credit Card,Neha,Pending,Online,1451,9360,2,1,Yes,13866
53239,2023-05-15 22:00:00,C1928,P227,S03,South,56835,2,0,Cash,Rahul,Pending,Online,1250,9967,0,2,No,10230
53240,2023-05-15 23:00:00,C1959,P164,S01,North,36926,2,15,Debit Card,Aman,Pending,Online,1711,2267,0,1,No,6646
53241,2023-05-16 00:00:00,C1153,P163,S04,South,65879,3,5,UPI,Aman,Cancelled,Online,1929,6517,4,4,No,11858
53242,2023-05-16 01:00:00,C1815,P167,S01,West,16345,4,10,Credit Card,Rahul,Pending,Online,641,7898,0,2,No,2942
53243,2023-05-16 02:00:00,C1423,P290,S01,North,63852,4,20,Cash,Rahul,Pending,Online,452,4302,3,4,No,11493
53244,2023-05-16 03:00:00,C1272,P161,S04,East,76451,2,15,Debit Card,Aman,Delivered,In-Store,1028,1943,6,5,No,13761
53245,2023-05-16 04:00:00,C1935,P180,S03,West,45877,3,20,UPI,Rahul,Delivered,In-Store,754,3179,4,2,No,8257
53246,2023-05-16 05:00:00,C1646,P170,S03,West,22464,2,0,Debit Card,Rahul,Cancelled,In-Store,1198,8609,3,2,No,4043
53247,2023-05-16 06:00:00,C1824,P213,S04,North,10875,3,0,Cash,Kiran,Cancelled,In-Store,711,933,6,2,No,1957
53248,2023-05-16 07:00:00,C1519,P272,S03,West,48031,3,15,UPI,Rahul,Delivered,In-Store,1360,5876,6,5,No,8645
53249,2023-05-16 08:00:00,C1127,P151,S02,South,82184,1,5,Debit Card,Aman,Pending,Online,1215,5401,5,2,Yes,14793
53250,2023-05-16 09:00:00,C1372,P215,S01,South,6413,2,0,Credit Card,Anjali,Cancelled,Online,1615,5788,3,4,No,1154
53251,2023-05-16 10:00:00,C1567,P224,S04,North,87446,1,20,Debit Card,Aman,Delivered,In-Store,912,3375,0,4,No,15740
53252,2023-05-16 11:00:00,C1637,P226,S02,West,29851,1,10,Credit Card,Kiran,Delivered,In-Store,868,4222,2,1,No,5373
53253,2023-05-16 12:00:00,C1158,P164,S01,East,43829,4,10,Credit Card,Rahul,Delivered,Online,721,3169,3,3,No,7889
53254,2023-05-16 13:00:00,C1570,P229,S04,North,50432,3,5,Credit Card,Aman,Cancelled,In-Store,1116,2751,3,5,Yes,9077
53255,2023-05-16 14:00:00,C1569,P276,S03,North,59380,3,15,Debit Card,Neha,Cancelled,In-Store,805,9582,2,2,No,10688
53256,2023-05-16 15:00:00,C1651,P121,S04,West,33438,3,5,Credit Card,Anjali,Pending,Online,1090,3584,1,5,No,6018
53257,2023-05-16 16:00:00,C1175,P256,S04,South,21108,3,20,UPI,Aman,Cancelled,In-Store,1037,1758,1,5,No,3799
53258,2023-05-16 17:00:00,C1926,P262,S01,West,52379,1,5,Credit Card,Rahul,Delivered,In-Store,1683,6709,5,2,No,9428
53259,2023-05-16 18:00:00,C1619,P175,S01,East,62336,3,10,UPI,Kiran,Pending,Online,1391,4833,5,3,No,11220
53260,2023-05-16 19:00:00,C1210,P251,S01,East,68144,4,0,UPI,Anjali,Pending,In-Store,1858,5403,4,4,No,12265
53261,2023-05-16 20:00:00,C1446,P193,S02,East,81512,4,0,UPI,Neha,Cancelled,In-Store,1774,9198,6,5,No,14672
53262,2023-05-16 21:00:00,C1585,P257,S03,East,63797,1,15,UPI,Neha,Cancelled,Online,1975,9402,5,2,No,11483
53263,2023-05-16 22:00:00,C1166,P269,S04,North,75886,1,20,Debit Card,Rahul,Cancelled,In-Store,1057,3428,5,2,Yes,13659
53264,2023-05-16 23:00:00,C1459,P170,S04,East,10487,2,15,UPI,Neha,Cancelled,Online,398,8362,6,5,No,1887
53265,2023-05-17 00:00:00,C1915,P205,S03,East,39884,2,5,UPI,Anjali,Pending,Online,1082,5590,6,4,No,7179
53266,2023-05-17 01:00:00,C1356,P149,S04,East,19888,3,5,Credit Card,Neha,Delivered,Online,464,7243,4,4,No,3579
53267,2023-05-17 02:00:00,C1303,P201,S01,West,12461,1,5,Credit Card,Rahul,Pending,In-Store,463,6634,3,3,No,2242
53268,2023-05-17 03:00:00,C1232,P298,S04,South,74882,1,20,Credit Card,Neha,Delivered,Online,1132,6740,5,5,Yes,13478
53269,2023-05-17 04:00:00,C1326,P287,S03,South,73680,4,0,UPI,Kiran,Delivered,Online,890,7806,2,2,No,13262
53270,2023-05-17 05:00:00,C1883,P212,S02,South,64589,4,10,UPI,Anjali,Cancelled,In-Store,1192,340,2,4,No,11626
53271,2023-05-17 06:00:00,C1181,P129,S02,East,43336,4,10,UPI,Rahul,Delivered,Online,1467,1106,1,5,No,7800
53272,2023-05-17 07:00:00,C1633,P111,S03,West,25343,1,5,UPI,Rahul,Pending,In-Store,1431,4224,5,3,No,4561
53273,2023-05-17 08:00:00,C1333,P276,S04,North,1592,2,5,Cash,Kiran,Cancelled,Online,881,9322,6,4,No,286
53274,2023-05-17 09:00:00,C1714,P181,S04,West,42928,1,5,Cash,Rahul,Pending,Online,1490,1410,5,2,No,7727
53275,2023-05-17 10:00:00,C1966,P145,S02,North,75549,1,20,Credit Card,Aman,Pending,In-Store,1076,100,6,2,No,13598
